target,weight,source,type
209428,1,208234,Undirected
209944,1,208234,Undirected
210061,1,208234,Undirected
210106,1,208234,Undirected
211058,1,208234,Undirected
208265,10,208236,Undirected
208277,8,208236,Undirected
208320,7,208236,Undirected
208346,3,208236,Undirected
208404,3,208236,Undirected
208456,3,208236,Undirected
208583,1,208236,Undirected
209139,1,208236,Undirected
209163,8,208236,Undirected
209301,8,208236,Undirected
209496,2,208236,Undirected
209991,8,208236,Undirected
210344,2,208236,Undirected
210375,1,208236,Undirected
211024,1,208236,Undirected
211070,1,208236,Undirected
211138,1,208236,Undirected
211215,1,208236,Undirected
211367,3,208236,Undirected
211377,3,208236,Undirected
211509,1,208236,Undirected
212345,1,208236,Undirected
212354,1,208236,Undirected
212440,1,208236,Undirected
212478,1,208236,Undirected
212552,1,208236,Undirected
232144,1,208236,Undirected
249078,1,208236,Undirected
251717,1,208236,Undirected
272690,1,208236,Undirected
272694,1,208236,Undirected
272757,4,208236,Undirected
272759,1,208236,Undirected
272764,2,208236,Undirected
298261,1,208236,Undirected
302349,2,208236,Undirected
302487,2,208236,Undirected
303401,1,208236,Undirected
335509,1,208236,Undirected
340940,1,208236,Undirected
343855,1,208236,Undirected
393181,1,208236,Undirected
393212,1,208236,Undirected
208592,4,208238,Undirected
208663,3,208238,Undirected
208806,2,208238,Undirected
209012,2,208238,Undirected
209393,2,208238,Undirected
209523,1,208238,Undirected
209672,4,208238,Undirected
209693,3,208238,Undirected
211199,1,208238,Undirected
211208,2,208238,Undirected
211567,1,208238,Undirected
257684,1,208238,Undirected
208301,5,208239,Undirected
208394,2,208239,Undirected
208490,1,208239,Undirected
208495,5,208239,Undirected
208597,1,208239,Undirected
208632,3,208239,Undirected
208635,1,208239,Undirected
209224,1,208239,Undirected
209944,1,208239,Undirected
208249,7,208240,Undirected
208396,1,208240,Undirected
208544,1,208240,Undirected
208577,1,208240,Undirected
208587,2,208240,Undirected
209419,1,208240,Undirected
209625,1,208240,Undirected
209935,1,208240,Undirected
429526,1,208240,Undirected
208288,4,208241,Undirected
208317,1,208241,Undirected
208494,2,208241,Undirected
208558,1,208241,Undirected
412312,1,208241,Undirected
412696,1,208241,Undirected
210986,4,208242,Undirected
210987,3,208242,Undirected
210992,10,208242,Undirected
211131,1,208242,Undirected
211206,1,208242,Undirected
211217,2,208242,Undirected
211250,3,208242,Undirected
211335,1,208242,Undirected
211337,2,208242,Undirected
211728,1,208242,Undirected
211869,1,208242,Undirected
212112,1,208242,Undirected
212132,1,208242,Undirected
212211,1,208242,Undirected
212339,2,208242,Undirected
212501,1,208242,Undirected
212507,1,208242,Undirected
388538,1,208242,Undirected
388852,1,208242,Undirected
389522,1,208242,Undirected
389699,2,208242,Undirected
389885,2,208242,Undirected
208285,4,208243,Undirected
208335,6,208243,Undirected
208398,2,208243,Undirected
208415,1,208243,Undirected
208680,9,208243,Undirected
208700,1,208243,Undirected
208955,2,208243,Undirected
209837,1,208243,Undirected
231508,1,208243,Undirected
208258,1,208244,Undirected
208288,1,208244,Undirected
208494,1,208244,Undirected
208615,1,208244,Undirected
208672,1,208244,Undirected
208943,1,208244,Undirected
209512,2,208244,Undirected
209803,1,208244,Undirected
209043,1,208245,Undirected
209109,1,208245,Undirected
209893,2,208245,Undirected
210024,1,208245,Undirected
208385,5,208246,Undirected
208408,5,208246,Undirected
208525,5,208246,Undirected
209062,2,208246,Undirected
209310,1,208246,Undirected
209495,1,208246,Undirected
210093,1,208246,Undirected
210114,1,208246,Undirected
208388,1,208247,Undirected
208819,1,208247,Undirected
208953,1,208247,Undirected
209122,1,208247,Undirected
209635,1,208247,Undirected
211029,1,208247,Undirected
208257,1,208249,Undirected
208474,1,208249,Undirected
208544,1,208249,Undirected
208642,2,208249,Undirected
209625,1,208249,Undirected
209935,1,208249,Undirected
257696,1,208249,Undirected
257715,1,208249,Undirected
257725,1,208249,Undirected
257729,1,208249,Undirected
429526,1,208249,Undirected
208308,2,208250,Undirected
208513,4,208250,Undirected
208611,1,208250,Undirected
208733,2,208250,Undirected
208795,1,208250,Undirected
209060,2,208250,Undirected
208346,10,208252,Undirected
208782,9,208252,Undirected
209240,1,208252,Undirected
209471,1,208252,Undirected
246774,3,208252,Undirected
246889,1,208252,Undirected
208543,1,208253,Undirected
208571,2,208253,Undirected
208914,2,208253,Undirected
208977,2,208253,Undirected
209491,1,208253,Undirected
209584,1,208253,Undirected
224562,1,208253,Undirected
424012,1,208253,Undirected
424081,1,208253,Undirected
208856,2,208254,Undirected
209004,2,208254,Undirected
208321,5,208255,Undirected
208337,1,208255,Undirected
208499,1,208255,Undirected
208534,1,208255,Undirected
208844,1,208255,Undirected
208878,1,208255,Undirected
208988,2,208255,Undirected
209050,2,208255,Undirected
209057,2,208255,Undirected
209061,2,208255,Undirected
209376,1,208255,Undirected
209378,3,208255,Undirected
209436,1,208255,Undirected
209704,1,208255,Undirected
435443,1,208255,Undirected
208321,2,208257,Undirected
208323,6,208257,Undirected
208474,1,208257,Undirected
208537,2,208257,Undirected
208542,1,208257,Undirected
208631,3,208257,Undirected
208642,1,208257,Undirected
208692,1,208257,Undirected
208913,1,208257,Undirected
208961,1,208257,Undirected
208972,1,208257,Undirected
208984,2,208257,Undirected
208995,1,208257,Undirected
209104,1,208257,Undirected
209128,1,208257,Undirected
209323,1,208257,Undirected
209365,1,208257,Undirected
209604,1,208257,Undirected
209970,1,208257,Undirected
395543,1,208257,Undirected
208304,1,208258,Undirected
208347,1,208258,Undirected
208412,3,208258,Undirected
208438,1,208258,Undirected
208588,1,208258,Undirected
208648,1,208258,Undirected
209512,1,208258,Undirected
209622,1,208258,Undirected
209703,1,208258,Undirected
208310,1,208259,Undirected
208324,1,208259,Undirected
208624,1,208259,Undirected
208750,1,208259,Undirected
208762,1,208259,Undirected
209114,2,208259,Undirected
209251,1,208259,Undirected
209737,5,208259,Undirected
209874,4,208259,Undirected
393397,1,208259,Undirected
208276,1,208260,Undirected
208343,1,208260,Undirected
208392,3,208260,Undirected
208439,1,208260,Undirected
208466,6,208260,Undirected
208616,1,208260,Undirected
208710,2,208260,Undirected
208771,2,208260,Undirected
208814,3,208260,Undirected
208861,1,208260,Undirected
208906,1,208260,Undirected
208976,2,208260,Undirected
209263,1,208260,Undirected
209517,1,208260,Undirected
287568,1,208260,Undirected
287601,1,208260,Undirected
287605,1,208260,Undirected
208337,1,208261,Undirected
208499,1,208261,Undirected
208781,3,208261,Undirected
208811,3,208261,Undirected
208960,2,208261,Undirected
209076,1,208261,Undirected
209088,2,208261,Undirected
209116,2,208261,Undirected
209133,1,208261,Undirected
209239,1,208261,Undirected
209487,1,208261,Undirected
209494,1,208261,Undirected
209663,1,208261,Undirected
208335,6,208264,Undirected
208481,5,208264,Undirected
208494,1,208264,Undirected
208735,1,208264,Undirected
209389,1,208264,Undirected
209987,1,208264,Undirected
211029,1,208264,Undirected
243274,4,208264,Undirected
243279,4,208264,Undirected
243363,1,208264,Undirected
246807,3,208264,Undirected
208277,8,208265,Undirected
208320,5,208265,Undirected
208346,2,208265,Undirected
208404,4,208265,Undirected
208456,3,208265,Undirected
208583,1,208265,Undirected
209139,1,208265,Undirected
209163,8,208265,Undirected
209301,8,208265,Undirected
209496,2,208265,Undirected
209991,8,208265,Undirected
210344,1,208265,Undirected
210375,1,208265,Undirected
211138,1,208265,Undirected
211367,2,208265,Undirected
211377,2,208265,Undirected
211509,1,208265,Undirected
251717,1,208265,Undirected
272757,4,208265,Undirected
272759,1,208265,Undirected
272764,2,208265,Undirected
298261,1,208265,Undirected
302349,2,208265,Undirected
302487,2,208265,Undirected
303401,1,208265,Undirected
335509,1,208265,Undirected
340940,1,208265,Undirected
343855,1,208265,Undirected
393181,1,208265,Undirected
393212,1,208265,Undirected
208595,1,208266,Undirected
208623,1,208266,Undirected
208786,3,208266,Undirected
209014,2,208266,Undirected
209215,1,208266,Undirected
209242,1,208266,Undirected
209400,1,208266,Undirected
209421,1,208266,Undirected
209710,1,208266,Undirected
209763,1,208266,Undirected
209891,1,208266,Undirected
210019,1,208266,Undirected
210032,1,208266,Undirected
210075,1,208266,Undirected
208405,2,208269,Undirected
208415,1,208269,Undirected
208459,1,208269,Undirected
208467,1,208269,Undirected
208496,2,208269,Undirected
208524,4,208269,Undirected
208594,4,208269,Undirected
208757,3,208269,Undirected
209772,1,208269,Undirected
209912,1,208269,Undirected
246778,1,208269,Undirected
246780,1,208269,Undirected
246801,1,208269,Undirected
208285,6,208270,Undirected
208298,1,208270,Undirected
208359,1,208270,Undirected
208374,1,208270,Undirected
208470,1,208270,Undirected
208519,1,208270,Undirected
208879,1,208270,Undirected
209191,2,208270,Undirected
209887,1,208270,Undirected
257702,1,208270,Undirected
418576,1,208270,Undirected
208427,3,208271,Undirected
208888,1,208271,Undirected
210094,1,208271,Undirected
210101,1,208271,Undirected
208494,1,208272,Undirected
208585,1,208272,Undirected
208877,1,208272,Undirected
209611,1,208272,Undirected
209872,5,208272,Undirected
210088,1,208272,Undirected
211088,1,208272,Undirected
211612,1,208272,Undirected
211623,1,208272,Undirected
211689,1,208272,Undirected
246769,1,208272,Undirected
246770,1,208272,Undirected
246775,1,208272,Undirected
246786,1,208272,Undirected
246804,1,208272,Undirected
246821,1,208272,Undirected
246836,1,208272,Undirected
246848,1,208272,Undirected
208383,2,208273,Undirected
208504,5,208273,Undirected
208550,2,208273,Undirected
208774,1,208273,Undirected
209662,1,208273,Undirected
212120,1,208273,Undirected
208609,1,208274,Undirected
208407,4,208275,Undirected
208535,4,208275,Undirected
209843,1,208275,Undirected
208439,4,208276,Undirected
208630,4,208276,Undirected
209223,1,208276,Undirected
209517,1,208276,Undirected
209676,1,208276,Undirected
208320,5,208277,Undirected
208404,4,208277,Undirected
208456,1,208277,Undirected
208583,1,208277,Undirected
209139,1,208277,Undirected
209163,7,208277,Undirected
209301,8,208277,Undirected
209496,1,208277,Undirected
209521,1,208277,Undirected
209991,8,208277,Undirected
251717,1,208277,Undirected
272689,1,208277,Undirected
272691,1,208277,Undirected
272730,1,208277,Undirected
272757,4,208277,Undirected
272759,2,208277,Undirected
272764,2,208277,Undirected
298261,2,208277,Undirected
302349,2,208277,Undirected
302487,2,208277,Undirected
303401,1,208277,Undirected
335509,1,208277,Undirected
340940,1,208277,Undirected
343855,1,208277,Undirected
393177,1,208277,Undirected
393181,1,208277,Undirected
393198,1,208277,Undirected
393212,1,208277,Undirected
208391,6,208280,Undirected
208436,6,208280,Undirected
211401,2,208281,Undirected
208304,2,208283,Undirected
209027,2,208283,Undirected
209157,1,208283,Undirected
208335,4,208285,Undirected
208674,2,208285,Undirected
208680,4,208285,Undirected
208995,1,208285,Undirected
209003,14,208285,Undirected
209024,1,208285,Undirected
209317,1,208285,Undirected
209540,1,208285,Undirected
209630,2,208285,Undirected
209824,1,208285,Undirected
209887,1,208285,Undirected
209964,1,208285,Undirected
210039,1,208285,Undirected
210290,1,208285,Undirected
210993,6,208285,Undirected
211044,1,208285,Undirected
211473,1,208285,Undirected
211858,2,208285,Undirected
246855,3,208285,Undirected
249646,1,208285,Undirected
249647,1,208285,Undirected
249714,1,208285,Undirected
252326,2,208285,Undirected
257430,1,208285,Undirected
257702,2,208285,Undirected
257719,7,208285,Undirected
257733,2,208285,Undirected
266729,1,208285,Undirected
391569,1,208285,Undirected
421586,2,208285,Undirected
422443,1,208285,Undirected
422585,1,208285,Undirected
424711,1,208285,Undirected
428840,1,208285,Undirected
208627,1,208286,Undirected
208650,1,208286,Undirected
208800,4,208286,Undirected
211883,1,208286,Undirected
212006,4,208286,Undirected
246773,4,208286,Undirected
208296,1,208287,Undirected
208367,2,208287,Undirected
208577,2,208287,Undirected
209029,1,208287,Undirected
209293,1,208287,Undirected
209319,1,208287,Undirected
209812,1,208287,Undirected
213179,1,208287,Undirected
287706,2,208287,Undirected
348639,1,208287,Undirected
208494,3,208288,Undirected
208785,5,208289,Undirected
208818,1,208289,Undirected
209070,1,208289,Undirected
209693,2,208289,Undirected
210173,1,208289,Undirected
210266,1,208289,Undirected
210337,1,208289,Undirected
211021,1,208289,Undirected
211103,3,208289,Undirected
212351,7,208289,Undirected
212357,3,208289,Undirected
212418,1,208289,Undirected
212434,1,208289,Undirected
212506,1,208289,Undirected
249041,1,208289,Undirected
249059,1,208289,Undirected
249061,1,208289,Undirected
249063,2,208289,Undirected
208303,6,208290,Undirected
208399,2,208290,Undirected
208589,4,208290,Undirected
208701,3,208290,Undirected
208875,2,208290,Undirected
209005,2,208290,Undirected
209039,1,208290,Undirected
208403,3,208291,Undirected
208503,4,208291,Undirected
208565,1,208291,Undirected
208777,1,208291,Undirected
208932,2,208291,Undirected
209118,1,208291,Undirected
209469,1,208291,Undirected
209474,1,208291,Undirected
209659,1,208291,Undirected
209732,1,208291,Undirected
209849,1,208291,Undirected
209883,1,208291,Undirected
208306,2,208292,Undirected
208509,4,208292,Undirected
208736,2,208292,Undirected
208769,1,208292,Undirected
208980,2,208292,Undirected
208476,2,208293,Undirected
209205,1,208293,Undirected
208300,2,208294,Undirected
209137,1,208294,Undirected
209175,3,208294,Undirected
209639,1,208294,Undirected
209809,1,208294,Undirected
210107,1,208294,Undirected
208371,1,208295,Undirected
208813,2,208295,Undirected
208816,1,208295,Undirected
209141,1,208295,Undirected
209273,1,208295,Undirected
209615,1,208295,Undirected
209767,1,208295,Undirected
209796,1,208295,Undirected
208351,5,208296,Undirected
208401,1,208296,Undirected
208679,1,208296,Undirected
208939,1,208296,Undirected
209029,1,208296,Undirected
209963,1,208296,Undirected
210097,1,208296,Undirected
208468,1,208297,Undirected
208797,3,208297,Undirected
208871,1,208297,Undirected
208874,2,208297,Undirected
208925,1,208297,Undirected
209113,2,208297,Undirected
208400,1,208298,Undirected
208816,1,208298,Undirected
210053,1,208298,Undirected
208381,4,208299,Undirected
208419,3,208299,Undirected
208553,2,208299,Undirected
208720,4,208299,Undirected
208752,5,208299,Undirected
208824,2,208299,Undirected
208928,3,208299,Undirected
209031,4,208299,Undirected
210010,1,208299,Undirected
209175,1,208300,Undirected
210107,3,208300,Undirected
209683,1,208302,Undirected
208701,2,208303,Undirected
208875,1,208303,Undirected
209039,1,208303,Undirected
250793,2,208303,Undirected
256159,1,208303,Undirected
267759,2,208303,Undirected
267789,1,208303,Undirected
267954,1,208303,Undirected
267956,1,208303,Undirected
268011,2,208303,Undirected
268084,1,208303,Undirected
268262,1,208303,Undirected
208347,1,208304,Undirected
208371,1,208304,Undirected
208446,1,208304,Undirected
208497,1,208304,Undirected
208552,1,208304,Undirected
209622,1,208304,Undirected
209703,1,208304,Undirected
210071,1,208304,Undirected
208310,3,208305,Undirected
208324,2,208305,Undirected
208676,3,208305,Undirected
208742,1,208305,Undirected
208962,1,208305,Undirected
209678,1,208305,Undirected
208498,1,208306,Undirected
208563,1,208306,Undirected
208769,3,208306,Undirected
208536,2,208307,Undirected
209174,1,208307,Undirected
208400,1,208308,Undirected
208611,1,208308,Undirected
208867,1,208308,Undirected
208887,2,208308,Undirected
209024,2,208308,Undirected
209407,1,208308,Undirected
209741,2,208308,Undirected
210259,1,208308,Undirected
210290,1,208308,Undirected
210431,1,208308,Undirected
210462,1,208308,Undirected
210487,1,208308,Undirected
210491,2,208308,Undirected
210508,1,208308,Undirected
210888,1,208308,Undirected
281055,1,208308,Undirected
347420,1,208308,Undirected
411314,2,208308,Undirected
416033,1,208308,Undirected
208511,2,208309,Undirected
208593,1,208309,Undirected
209617,1,208309,Undirected
356512,1,208309,Undirected
356541,1,208309,Undirected
208324,7,208310,Undirected
208545,1,208310,Undirected
208676,2,208310,Undirected
208750,2,208310,Undirected
209269,1,208310,Undirected
209447,1,208310,Undirected
209678,1,208310,Undirected
208326,1,208311,Undirected
208413,4,208311,Undirected
208449,1,208311,Undirected
208738,1,208311,Undirected
211029,1,208311,Undirected
211204,1,208311,Undirected
208398,1,208312,Undirected
208526,2,208312,Undirected
208695,1,208312,Undirected
208316,1,208313,Undirected
208477,1,208313,Undirected
208788,1,208313,Undirected
209288,1,208313,Undirected
209343,1,208313,Undirected
209698,1,208313,Undirected
208555,3,208314,Undirected
208596,3,208314,Undirected
209013,2,208314,Undirected
209548,1,208314,Undirected
208346,1,208315,Undirected
208647,2,208315,Undirected
208702,3,208315,Undirected
208430,1,208316,Undirected
208863,1,208316,Undirected
209084,1,208316,Undirected
209415,1,208316,Undirected
209669,1,208316,Undirected
209810,1,208316,Undirected
211624,1,208316,Undirected
208389,2,208318,Undirected
208411,1,208318,Undirected
209151,1,208318,Undirected
209108,1,208319,Undirected
209726,1,208319,Undirected
208456,3,208320,Undirected
208485,2,208320,Undirected
208583,7,208320,Undirected
209139,1,208320,Undirected
209146,1,208320,Undirected
209163,5,208320,Undirected
209301,5,208320,Undirected
209496,2,208320,Undirected
209991,5,208320,Undirected
210985,20,208320,Undirected
211042,4,208320,Undirected
211070,1,208320,Undirected
211987,4,208320,Undirected
212340,1,208320,Undirected
212477,2,208320,Undirected
212562,1,208320,Undirected
249078,1,208320,Undirected
254234,18,208320,Undirected
265833,1,208320,Undirected
272720,3,208320,Undirected
272757,3,208320,Undirected
208323,1,208321,Undirected
208537,6,208321,Undirected
208631,3,208321,Undirected
208713,1,208321,Undirected
208878,2,208321,Undirected
208957,2,208321,Undirected
209001,1,208321,Undirected
209104,1,208321,Undirected
209179,5,208321,Undirected
209194,1,208321,Undirected
209378,1,208321,Undirected
209410,1,208321,Undirected
209800,1,208321,Undirected
209834,1,208321,Undirected
208537,1,208323,Undirected
208542,1,208323,Undirected
208631,1,208323,Undirected
208692,1,208323,Undirected
208957,1,208323,Undirected
208984,2,208323,Undirected
208995,1,208323,Undirected
209104,2,208323,Undirected
209233,2,208323,Undirected
209323,1,208323,Undirected
209365,1,208323,Undirected
209647,1,208323,Undirected
209800,1,208323,Undirected
209970,1,208323,Undirected
208545,1,208324,Undirected
208676,2,208324,Undirected
208750,2,208324,Undirected
209269,1,208324,Undirected
209447,1,208324,Undirected
209678,1,208324,Undirected
209169,1,208325,Undirected
209304,1,208325,Undirected
209408,1,208325,Undirected
209784,1,208325,Undirected
208449,1,208326,Undirected
208735,1,208326,Undirected
208770,1,208326,Undirected
208953,1,208326,Undirected
208421,4,208327,Undirected
208477,1,208327,Undirected
208501,1,208327,Undirected
208586,3,208327,Undirected
208636,3,208327,Undirected
209089,1,208327,Undirected
208369,2,208328,Undirected
208622,1,208328,Undirected
208924,2,208328,Undirected
209667,1,208328,Undirected
208346,3,208329,Undirected
208832,2,208329,Undirected
209045,1,208329,Undirected
209056,2,208329,Undirected
209309,1,208329,Undirected
209331,1,208329,Undirected
209483,1,208329,Undirected
246774,1,208329,Undirected
246775,1,208329,Undirected
208370,2,208330,Undirected
208483,2,208330,Undirected
208768,1,208330,Undirected
208348,3,208331,Undirected
208368,2,208332,Undirected
208792,3,208332,Undirected
208866,2,208332,Undirected
208883,2,208332,Undirected
208930,1,208332,Undirected
209827,1,208332,Undirected
210059,1,208333,Undirected
208481,4,208335,Undirected
208494,1,208335,Undirected
208680,11,208335,Undirected
208955,1,208335,Undirected
209316,3,208335,Undirected
434837,1,208335,Undirected
208756,3,208336,Undirected
208997,1,208336,Undirected
209097,1,208336,Undirected
209364,1,208336,Undirected
209860,1,208336,Undirected
209922,1,208336,Undirected
208499,2,208337,Undirected
208534,1,208337,Undirected
208844,1,208337,Undirected
209061,1,208337,Undirected
209110,1,208337,Undirected
209580,1,208337,Undirected
209704,1,208337,Undirected
209709,1,208337,Undirected
210026,1,208337,Undirected
208500,1,208338,Undirected
208834,2,208338,Undirected
209359,1,208338,Undirected
209507,1,208338,Undirected
209724,1,208338,Undirected
209941,1,208338,Undirected
208477,1,208340,Undirected
208788,1,208340,Undirected
208835,2,208340,Undirected
209422,1,208340,Undirected
209628,1,208340,Undirected
208643,4,208341,Undirected
208693,3,208341,Undirected
208726,2,208341,Undirected
209226,1,208341,Undirected
209968,1,208341,Undirected
210009,1,208341,Undirected
210078,1,208341,Undirected
209493,1,208342,Undirected
210087,1,208342,Undirected
208392,2,208343,Undirected
208616,2,208343,Undirected
208814,2,208343,Undirected
208906,1,208343,Undirected
209344,1,208343,Undirected
209392,1,208343,Undirected
209729,1,208343,Undirected
210036,1,208343,Undirected
210063,1,208343,Undirected
287568,1,208343,Undirected
287601,1,208343,Undirected
287605,1,208343,Undirected
208362,1,208344,Undirected
210989,2,208344,Undirected
246911,1,208344,Undirected
208561,4,208345,Undirected
209443,1,208345,Undirected
209629,1,208345,Undirected
209675,1,208345,Undirected
209725,1,208345,Undirected
209779,1,208345,Undirected
209831,1,208345,Undirected
209851,1,208345,Undirected
209393,1,208347,Undirected
209622,1,208347,Undirected
209703,1,208347,Undirected
208839,2,208350,Undirected
208909,1,208350,Undirected
208368,1,208351,Undirected
208796,1,208351,Undirected
208939,1,208351,Undirected
209118,1,208351,Undirected
210097,1,208351,Undirected
210472,1,208351,Undirected
208508,1,208352,Undirected
209393,2,208352,Undirected
209630,1,208352,Undirected
209969,1,208352,Undirected
210092,1,208352,Undirected
429270,1,208352,Undirected
208454,3,208353,Undirected
208582,2,208353,Undirected
208665,3,208353,Undirected
208678,1,208353,Undirected
208868,1,208353,Undirected
208895,1,208353,Undirected
209302,1,208353,Undirected
209793,1,208353,Undirected
209973,1,208353,Undirected
212403,2,208353,Undirected
208356,7,208355,Undirected
209930,1,208355,Undirected
438076,6,208355,Undirected
209930,1,208356,Undirected
409552,1,208356,Undirected
438076,7,208356,Undirected
208418,3,208357,Undirected
208697,4,208357,Undirected
208940,2,208357,Undirected
209463,4,208357,Undirected
209681,1,208357,Undirected
209833,1,208357,Undirected
210134,1,208357,Undirected
210159,1,208357,Undirected
210223,1,208357,Undirected
208401,2,208358,Undirected
348466,1,208358,Undirected
208470,1,208359,Undirected
208799,1,208359,Undirected
209048,1,208359,Undirected
208394,2,208360,Undirected
208885,1,208361,Undirected
209840,7,208361,Undirected
211286,4,208361,Undirected
210989,2,208362,Undirected
211209,6,208362,Undirected
212135,3,208362,Undirected
246834,2,208362,Undirected
208551,4,208364,Undirected
208590,1,208364,Undirected
208608,3,208364,Undirected
208660,2,208364,Undirected
208684,2,208364,Undirected
208880,2,208364,Undirected
209087,2,208364,Undirected
209314,1,208364,Undirected
209559,1,208364,Undirected
209587,1,208364,Undirected
209895,1,208364,Undirected
210056,1,208364,Undirected
208645,3,208365,Undirected
209052,1,208365,Undirected
209190,1,208365,Undirected
209218,1,208365,Undirected
209477,1,208365,Undirected
209486,1,208365,Undirected
209504,1,208365,Undirected
209532,1,208365,Undirected
209652,1,208365,Undirected
209705,1,208365,Undirected
210044,1,208365,Undirected
210988,1,208365,Undirected
209032,1,208366,Undirected
209416,1,208366,Undirected
209773,1,208366,Undirected
208577,2,208367,Undirected
208607,1,208367,Undirected
208644,1,208367,Undirected
209293,1,208367,Undirected
208792,2,208368,Undirected
208796,2,208368,Undirected
208866,2,208368,Undirected
208930,1,208368,Undirected
209247,1,208368,Undirected
209827,1,208368,Undirected
209920,1,208368,Undirected
210472,1,208368,Undirected
208617,3,208369,Undirected
209111,2,208369,Undirected
209567,1,208369,Undirected
210049,1,208369,Undirected
428037,1,208369,Undirected
428267,1,208369,Undirected
428363,1,208369,Undirected
209813,1,208370,Undirected
208375,1,208371,Undirected
208585,1,208371,Undirected
208755,2,208371,Undirected
209618,1,208371,Undirected
209802,1,208371,Undirected
212921,1,208371,Undirected
208559,2,208373,Undirected
209102,3,208373,Undirected
209131,2,208373,Undirected
209204,1,208373,Undirected
209207,1,208373,Undirected
209433,1,208373,Undirected
210054,1,208373,Undirected
208452,4,208374,Undirected
208734,1,208374,Undirected
209213,1,208374,Undirected
212269,1,208374,Undirected
418576,1,208374,Undirected
208584,1,208375,Undirected
208604,1,208375,Undirected
208937,1,208375,Undirected
209072,1,208375,Undirected
209296,1,208375,Undirected
209776,1,208375,Undirected
209884,1,208375,Undirected
209939,1,208375,Undirected
282663,1,208375,Undirected
208463,5,208376,Undirected
208677,1,208376,Undirected
208794,1,208376,Undirected
208805,1,208376,Undirected
209468,1,208376,Undirected
209720,1,208376,Undirected
390541,1,208376,Undirected
391632,1,208376,Undirected
208732,3,208378,Undirected
209099,2,208378,Undirected
208982,2,208379,Undirected
210072,1,208379,Undirected
211096,1,208379,Undirected
211123,1,208379,Undirected
211809,1,208379,Undirected
211533,2,208380,Undirected
208419,4,208381,Undirected
208422,1,208381,Undirected
208447,1,208382,Undirected
208782,1,208382,Undirected
208795,1,208382,Undirected
209070,1,208382,Undirected
210266,1,208382,Undirected
210327,1,208382,Undirected
210351,1,208382,Undirected
334364,1,208382,Undirected
208774,1,208383,Undirected
209084,1,208383,Undirected
209662,1,208383,Undirected
209008,1,208384,Undirected
208408,4,208385,Undirected
208525,2,208385,Undirected
210114,1,208385,Undirected
208474,1,208386,Undirected
208561,1,208386,Undirected
208562,4,208386,Undirected
208587,1,208386,Undirected
208809,2,208386,Undirected
209015,1,208386,Undirected
209189,1,208386,Undirected
209354,1,208386,Undirected
209544,1,208386,Undirected
208585,2,208387,Undirected
208696,3,208387,Undirected
208997,1,208387,Undirected
246767,1,208387,Undirected
246776,1,208387,Undirected
246852,1,208387,Undirected
208491,2,208388,Undirected
208747,6,208390,Undirected
208814,1,208390,Undirected
208916,3,208390,Undirected
208436,5,208391,Undirected
208616,1,208392,Undirected
208710,2,208392,Undirected
208771,2,208392,Undirected
208906,4,208392,Undirected
208976,2,208392,Undirected
209729,1,208392,Undirected
210036,1,208392,Undirected
210063,1,208392,Undirected
286372,1,208392,Undirected
208442,3,208393,Undirected
208553,1,208393,Undirected
208822,2,208393,Undirected
208900,5,208393,Undirected
208997,2,208393,Undirected
209203,1,208393,Undirected
208450,1,208394,Undirected
208490,1,208394,Undirected
208401,1,208395,Undirected
209414,1,208395,Undirected
210074,1,208395,Undirected
211093,5,208395,Undirected
208766,2,208396,Undirected
209419,1,208396,Undirected
209076,1,208397,Undirected
209405,1,208397,Undirected
209882,1,208397,Undirected
208415,1,208398,Undirected
208650,1,208398,Undirected
208700,1,208398,Undirected
208567,2,208399,Undirected
208589,2,208399,Undirected
208604,1,208399,Undirected
208691,1,208399,Undirected
208875,1,208399,Undirected
209005,1,208399,Undirected
209039,1,208399,Undirected
231167,1,208399,Undirected
208417,1,208400,Undirected
210259,1,208400,Undirected
210290,1,208400,Undirected
210487,1,208400,Undirected
210502,1,208400,Undirected
210888,1,208400,Undirected
209900,1,208402,Undirected
208550,1,208403,Undirected
208751,1,208403,Undirected
208777,1,208403,Undirected
208932,1,208403,Undirected
208993,2,208403,Undirected
209066,1,208403,Undirected
209118,1,208403,Undirected
209123,1,208403,Undirected
209324,1,208403,Undirected
209511,1,208403,Undirected
209736,1,208403,Undirected
209849,1,208403,Undirected
210027,1,208403,Undirected
210167,2,208403,Undirected
211476,2,208403,Undirected
211609,2,208403,Undirected
211841,1,208403,Undirected
212165,1,208403,Undirected
212198,1,208403,Undirected
353187,1,208403,Undirected
209163,4,208404,Undirected
209301,5,208404,Undirected
209496,1,208404,Undirected
209521,1,208404,Undirected
209991,5,208404,Undirected
251717,1,208404,Undirected
272689,1,208404,Undirected
272691,1,208404,Undirected
272730,1,208404,Undirected
272757,1,208404,Undirected
272759,2,208404,Undirected
272764,2,208404,Undirected
298261,2,208404,Undirected
302349,2,208404,Undirected
302487,2,208404,Undirected
303401,1,208404,Undirected
335509,1,208404,Undirected
340940,1,208404,Undirected
343855,1,208404,Undirected
393177,1,208404,Undirected
393181,1,208404,Undirected
393198,1,208404,Undirected
393212,1,208404,Undirected
208459,5,208405,Undirected
208496,1,208405,Undirected
208524,1,208405,Undirected
208547,2,208405,Undirected
208594,1,208405,Undirected
208757,1,208405,Undirected
209912,1,208405,Undirected
246829,3,208405,Undirected
