name,h_index,organization_name,id,publication_num
"Bulychev, O. A.",4,"RAS - Mikheev Institute of Metal Physics, Ural Branch",268127,25
"Livinets, A. A.",1,Ural Federal University,268262,2
"Kormshchikov, Denis",1,"RAS - Mining Institute, Ural Branch",268555,12
"Kamenskikh, A. A.",2,"RAS - Mining Institute, Ural Branch",268598,4
"Mukhamedshin, M. A.",1,Russian Academy of Sciences,268609,5
"Petrov, A. I.",1,"RAS - Mining Institute, Ural Branch",268633,2
"Gorbatkina, Yu A.",11,RAS - N.N. Semenov Institute of Chemical Physics,268731,140
"Kuperman, Alexander M.",8,RAS - N.N. Semenov Institute of Chemical Physics,268771,52
"Lebedeva, O. V.",3,RAS - N.N. Semenov Institute of Chemical Physics,269392,8
"Abaturov, A. L.",3,"RAS - Perm Federal Research Center, Ural Branch",272493,11
"Claude, D.",1,"RAS - Perm Federal Research Center, Ural Branch",272497,2
"Pichkalev, M. V.",0,,272507,1
"Kodess, Mikhail I.",27,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272689,288
"Krasnov, Victor P.",20,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272690,168
"Ezhikova, Marina А.",14,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272691,93
"Levit, Galina L.",16,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272694,94
"Filyakova, Vera I.",10,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272720,76
"Pryadeina, Marina V.",12,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272730,38
"Agafonova, Natalia A.",4,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272757,9
"Kushch, Svetlana O.",3,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272759,8
"Elkina, Natalia А.",4,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",272764,9
"Petrova, A. I.",1,RAS - Research Institute of Comprehensive Exploitation of Mineral Resources,274287,3
"Kazantseva, L. K.",7,"RAS - Sobolev Institute of Geology and Mineralogy, Siberian Branch",276241,23
"Chuvilskaya, Nataliya A.",5,RAS - Skryabin Institute of Biochemistry and Physiology of Microorganisms,279103,16
"Valitov, Alexander Alexandrovich",1,,281001,6
"Tomilov, Igor Sergeyevich",1,"RAS - Tobolsk Scientific Station, Ural Branch",281003,4
"Fedotova, Darya Iu",1,"RAS - Tobolsk Scientific Station, Ural Branch",281012,2
"Fedotova, Daria Yurievna",0,"RAS - Tobolsk Scientific Station, Ural Branch",281028,1
"Miloichikova, Irina A.",6,Tomsk Polytechnic University,281055,39
"Gorbatikov, Andrey V.",10,RAS - United Schmidt Institute of Physics of the Earth,281750,56
"Khotinov, Vladislav A.",7,Ural Federal University,282663,56
"Mokhirev, Aleksandr Petrovich",4,Siberian Federal University,285176,37
"Timashev, Eduard O.",3,Rosneft Oil,286372,26
"Zakharyan, A. G.",3,Rosneft Oil,286416,4
"Chikin, A. E.",1,Rosneft Oil,286420,2
"Mordvintsev, M. V.",1,Rosneft Oil,286490,5
"Zalyalov, I. M.",0,Rosneft Oil,286532,1
"Shevkunova, Anastasiya V.",3,Rostov State Transport University,287568,7
"Shapshal, Alexander S.",2,Rostov State Transport University,287601,5
"Talakhadze, Temur",4,Rostov State Transport University,287605,5
"Ushakov, Denis S.",16,,287706,89
"Geregey, Andrey M.",1,Russian Academy of Medical Sciences,296008,7
"Smirenin, S. A.",4,Russian Ministry of Health,296687,17
"Stragis, V. B.",2,,297053,12
"Bondaruk, Evgeniya V.",1,Russian Academy of Medical Sciences,297851,3
"Malakhova, Inga S.",1,Russian Academy of Medical Sciences,298043,3
"Zarubaev, Vladimir V.",22,St. Petersburg Pasteur Institute,298261,155
"Makhaeva, Galina F.",21,Russian Academy of Sciences,302349,127
"Rudakova, Elena V.",13,Russian Academy of Sciences,302487,55
"Stepchenkov, Yury Afanasyevich",5,Russian Academy of Sciences,302901,36
"Serebryakova, Olga G.",11,Russian Academy of Sciences,303401,28
"Diachenko, Yury Georgievich",5,Russian Academy of Sciences,303786,22
"Rogdestvenski, Yuri Vladimirovich",5,Russian Academy of Sciences,304390,18
"Lavrinenko, P. A.",3,Russian Academy of Sciences,304825,15
"Maiorov, D. V.",4,Russian Academy of Sciences,304864,26
"Grechnikov, Fedor Vasilievich",9,Samara National Research University,305188,74
"Berkovich, Yu. A.",11,Russian Academy of Sciences,305497,54
"Brantseva, Tatiana V.",12,,305527,28
"Diachenko, Denis Yuryevich",3,Russian Academy of Sciences,305991,11
"Brzhozovsky, B. M.",5,Russian Academy of Sciences,306900,45
"Popov, S. N.",2,Russian Academy of Sciences,307393,12
"Krivobok, A. S.",2,Russian Academy of Sciences,311439,9
"Ledon, Dmitry R.",0,"RAS - Institute of Continuous Media Mechanics, Ural Branch",314897,3
"Donetskii, K. I.",7,Russian Research Centre Kurchatov Institute,317558,20
"Kuz'Mina, G. N.",7,Russian Academy of Sciences,317559,56
"Prohorov, A. E.",0,Russian Academy of Sciences,318789,1
"Anatoly, Ob'edkov",1,Russian Academy of Sciences,320812,2
"Boris, Kaverin",1,Russian Academy of Sciences,323583,2
"Minibaev, M. I.",0,Russian Research Centre Kurchatov Institute,327092,1
"Shatailo, E. D.",1,Russian Academy of Sciences,328790,1
"Sychugov, Aleksei A.",3,Tula State University,329200,25
"Norina, Natalia Vladimirovna",3,Russian Academy of Sciences,329657,8
"Nagornov, M. N.",3,Sechenov First Moscow State Medical University,331127,33
"Sinelnikov, Yuri S.",4,,334364,28
"Emelin, V. V.",2,Russian Ministry of Health,335232,7
"Slita, Aleksander V.",11,St. Petersburg Pasteur Institute,335509,53
"Malgina, D. Y.",0,Russian Ministry of Health,338400,1
"Zil’berberg, Natalia V.",6,,340940,36
"Kungurov, N. V.",7,,343855,36
"Maksimova, N. V.",0,Ryazan State Medical University,347420,1
"Kuznetsova, Elvira Rudolfovna",0,Russian Presidential Academy of National Economy and Public Administration,348466,1
"Kharchenko, Ivan",1,Russian Presidential Academy of National Economy and Public Administration,348639,1
"Cherdancev, Vadim Petrovich",1,Russian Presidential Academy of National Economy and Public Administration,348679,3
"Altukhova, I.",0,Russian Presidential Academy of National Economy and Public Administration,349223,1
"Ostrovskii, S. V.",2,Russian Research Centre Kurchatov Institute,351085,4
"Nikolaevich, Kravchenko Igor",0,"Russian State Agrarian University, Moscow Timiryazev Agricultural Academy",352000,1
"Kastell, E. S.E.",1,"Russian State Agrarian University, Moscow Timiryazev Agricultural Academy",352304,1
"Istomin, Eugene P.",14,Russian State Hydrometeorological University,352722,45
"Kolbina, O.",3,Russian State Hydrometeorological University,352732,13
"Yagotinceva, N.",1,Russian State Hydrometeorological University,352736,11
"Safonova, Tatyana V.",1,Russian State Hydrometeorological University,352769,5
"Starovoitova, Larissa I.",3,,353187,11
"Gaponenko, A. V.",2,,353250,6
"Niyazgulov, Ural D.",1,Russian University of Transport,354638,5
"Komarov, Alexander V.",5,S.I. Vavilov State Optical Institute,356021,20
"Bezborodkin, Pavel V.",1,S.I. Vavilov State Optical Institute,356028,9
"Ter-Nersesyants, Egishe V.",4,S.I. Vavilov State Optical Institute,356032,21
"Eron'Yan, Mikhail A.",6,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",356034,42
"Khokhlov, Alexander V.",9,S.I. Vavilov State Optical Institute,356048,49
"Romashova, E. I.",2,S.I. Vavilov State Optical Institute,356092,8
"Bureev, S. V.",3,,356119,4
"Levit, L. G.",2,S.I. Vavilov State Optical Institute,356142,6
"Eron’yan, M. A.",0,S.I. Vavilov State Optical Institute,356177,1
"Kulesh, Aleksey Yu",3,,356219,13
"Serkov, Mikhail M.",3,S.I. Vavilov State Optical Institute,356244,8
"Ivanov, S. L.",5,Saint Petersburg Mining University,356442,31
"Vasilyeva, Maria A.",5,Saint Petersburg Mining University,356444,31
"Tananykhin, Dmitry S.",6,Saint Petersburg Mining University,356445,28
"Mardashov, Dmitrii Vladimirovich",7,Saint Petersburg Mining University,356451,28
"Gabov, Viktor V.",9,Saint Petersburg Mining University,356457,28
"Nikolaev, Nikolay Ivanovich",9,Saint Petersburg Mining University,356463,25
"Yungmeister, Dmitrii A.",6,Saint Petersburg Mining University,356476,24
"Mikhailov, Aleksander V.",5,Saint Petersburg Mining University,356490,21
"Zvonarev, Ivan Evgenevich",7,Saint Petersburg Mining University,356510,18
"Ustinova, Ya V.",6,Saint Petersburg Mining University,356512,19
"Saychenko, Liliya",7,Saint Petersburg Mining University,356518,18
"Lavrenko, S. A.",6,Saint Petersburg Mining University,356541,16
"Blinov, P. A.",8,Saint Petersburg Mining University,356552,15
"Shagiakhmetov, Artem Maratovich",6,Saint Petersburg Mining University,356563,13
"Podoprigora, Dmitry Georgievich",8,Saint Petersburg Mining University,356573,14
"Nutskova, M. V.",7,Saint Petersburg Mining University,356589,13
"Nurgalieva, Karina Shamilyevna",7,Saint Petersburg Mining University,356600,12
"Ivanova, P. V.",3,Saint Petersburg Mining University,356604,11
"Maksyutin, Aleksander Valeryevich",2,,356647,13
"Korolyov, Igor A.",5,Saint Petersburg Mining University,356772,7
"Gladkov, Pavel V.",1,Saint Petersburg Mining University,356921,5
"Shibanov, D. A.",1,Saint Petersburg Mining University,357168,5
"Lenchenkov, Nikita S.",4,,357281,8
"Kasyanenko, N. A.",13,St. Petersburg State University,357421,86
"Iusupov, Grigorii Adambaevich",1,,357445,3
"Buevich, Vladimir V.",3,,357619,3
"Miftakhov, Timur",1,Saint Petersburg Mining University,357797,1
"Storchak, A. V.",1,Saint Petersburg Mining University,357998,1
"Tikhomirov, B. A.",0,Saint Petersburg State Marine Technical University,358391,6
"Grigorev, Igor Vladislavovich",6,,359248,39
"Kunickaya, Ol'ga A.",6,Saint-Petersburg State Forestry University,359545,34
"Gryaznov, Artem Yu",3,St. Petersburg State Electrotechnical University,359581,41
"Pushkarev, Aleksander E.",4,Saint-Petersburg State University of Architecture and Civil Engineering,359607,17
"Shvetsova, Viktoria V.",2,Saint-Petersburg State University of Architecture and Civil Engineering,359646,9
"Geraskina, Inna Nikolaevna",2,Saint-Petersburg State University of Architecture and Civil Engineering,359687,6
"Petrov, Alexander",3,Saint-Petersburg State University of Architecture and Civil Engineering,359727,4
"Shuvalova, Svetlana",1,Saint-Petersburg State University of Architecture and Civil Engineering,359789,3
"Popov, Igor Petrovich",5,Samara National Research University,360437,25
"Kormyshev, Vasilii E.",6,Siberian State Industrial University,361888,53
"Nechaeva, Olga Alexandrovna",1,Samara State Technical University,363138,5
"Dorovskikh, I. V.",1,,363176,6
"Korolev, Albert V.",6,Saratov State Technical University,366048,54
"Balaev, Andrei F.",5,Saratov State Technical University,366085,19
"Medvedeva, Oksana",2,Saratov State Technical University,366089,20
"Nasad, T. G.",3,Saratov State Technical University,366110,17
"Zakharchenko, Mikhail Yu",1,Saratov State Technical University,366142,10
"Novichkov, S. V.",1,Saratov State Technical University,366220,6
"Rostuntsova, I. A.",1,Saratov State Technical University,366293,4
"Shchegoleva, N. V.",1,Saratov State Technical University,366296,4
"Troshin, Andrey A.",0,Saratov State Technical University,366324,4
"Reshetnikova, Evgeniia P.",2,,366345,6
"Kokodeeva, Natalia E.",1,Saratov State Technical University,366410,3
"Stolyarov, Victor",1,Saratov State Technical University,366463,2
"Yalovoy, O. A.",2,Saratov State Technical University,366488,2
"Mamaeva, Lyudmila",0,Saratov State Technical University,366708,1
"Andronov, Sergey",0,Saratov State Technical University,366742,2
"Vinogradov, A. N.",1,Saratov State Technical University,366752,1
"Surnina, Elena",1,Saratov State Technical University,366813,1
"Polyakov, A. S.",0,Saratov State Technical University,366891,1
"Sklyarova, A. I.",1,Saratov State Technical University,366927,1
"Frolov, V. O.",1,Saratov State Technical University,366947,1
"Ratkin, Vasily",1,Saratov State Technical University,366975,1
"Makeev, D. N.",1,Saratov State Technical University,367114,1
"Kozyreva, Lyudmila",1,Saratov State Technical University,367215,1
"Ivanov, Dmitriy V.",5,Saratov State University,367286,36
"Leonidovna, Vlasova Elena",0,Saratov State University,367973,2
"Pokaninova, Elena B.",2,,370377,3
"Mashukova, Alla",0,Siberian Federal University,373736,6
"Mashukov, Anatoly",0,Siberian Federal University,373768,6
"Bistryakova, Svetlana",0,Siberian Federal University,373998,4
"Zhuravleva, Elena N.",1,Siberian Federal University,374475,2
"Drozdova, Tatiana N.",1,Siberian Federal University,374627,2
"Temlyantsev, M. V.",5,Siberian State Industrial University,376553,88
"Nevskii, S. A.",6,Siberian State Industrial University,376554,57
"Bashchenko, L. P.",4,Siberian State Industrial University,376557,38
"Mikhno, A. R.",2,Siberian State Industrial University,376564,31
"Shevchenko, R. A.",4,Siberian State Industrial University,376568,28
"Polevoi, Egor V.",4,Siberian State Industrial University,376755,23
"Cheremisin, Alexey N.",14,Skolkovo Institute of Science and Technology,378688,91
"Bogdanovich, Natalia N.",4,Skolkovo Institute of Science and Technology,378706,32
"Mukhametdinova, Aliya Z.",4,Skolkovo Institute of Science and Technology,378725,16
"Gvarliani, Tatyana",3,Sochi State University,379945,11
"Petrović, Marko D.",12,South Ural State University,380553,62
"Henry, Manus",15,,380689,100
"Gajić, Tamara",8,,380696,24
"Zhikharev, Mikhail V.",4,South Ural State University,380736,14
"Vujko, Aleksandra",9,,381039,21
"Kipnis, Mikhail M.",7,,381405,36
"Khokhlova, Tatyana N.",3,South Ural State University,381859,3
"Lukić, Dobrila M.",2,,382902,9
"Dmitrieva, Anna",1,South Ural State University,382903,1
"Semicheva, Natalia Evgenievna",4,Southwest State University,386818,21
"Biryulin, Vladimir I.",4,Southwest State University,386819,21
"Kudelina, Daria V.",4,Southwest State University,386820,21
"Ezhov, Vladimir Sergeevich",3,Southwest State University,386829,21
"Burtsev, Alexey Petrovich",2,Southwest State University,386906,8
"Perepelitsa, Nikita S.",2,Southwest State University,387041,6
"Kolobkova, Elena V.",16,St. Petersburg State Institute of Technology,388081,133
"Sergeev, Maksim M.",8,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388094,65
"Parfenov, Peter S.",14,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388102,67
"Meshkovskiy, Igor K.",9,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388146,78
"Varzhel, Sergey V.",7,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388180,32
"Mityagin, Sergey A.",6,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388218,28
"Petrov, Andrew A.",6,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388274,27
"Evstifeev, M. I.",6,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388423,25
"Kulachenkov, Nikita K.",6,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388426,19
"Zolotarev, Vladimir Mikhaǐlovich",8,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388530,85
"Bachinin, Semyon V.",2,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388538,13
"Alekseevskiy, Pavel V.",2,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388852,8
"Kenzhebayeva, Yuliya A.",1,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",388914,7
"Tokareva, Ianina D.",2,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",389016,6
"Timofeeva, Maria V.",0,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",389522,4
"Zhestkij, Nikolaj A.",1,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",389699,3
"Gunina, Ekaterina V.",2,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",389885,7
"Shcheglov, Artem A.",2,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",390097,4
"Efimova, Anastasiia",0,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",390350,2
"Kuznetsov, Mikhail D.",0,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",390541,2
"Sevastianova, Irina G.",1,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",391569,2
"Andrievskiy, O. A.",0,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",391632,1
"Drozhzhin, Andrei",1,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",392337,1
"Tokareva, Ya D.",1,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",393128,1
