name,h_index,organization_name,id,publication_num
"Kusykova, Rafily Faizrahmanovna",0,,209463,4
"Voblikov, E. D.",1,Perm National Research Polytechnic University,209464,1
"Irena, Esaulova",1,Perm National Research Polytechnic University,209465,1
"Yuryeva, Olga V.",0,Perm National Research Polytechnic University,209466,1
"Timasheva, E. N.",0,Perm National Research Polytechnic University,209467,1
"Andrievskaya, N. V.",0,Perm National Research Polytechnic University,209468,1
"Kipriyanova, M. A.",1,Perm National Research Polytechnic University,209469,1
"Obsharova, A. V.",1,Perm National Research Polytechnic University,209470,1
"Kalugin, Aleksandr Vasilyevich",1,Perm National Research Polytechnic University,209471,1
"Sidorov, Anton",1,Perm National Research Polytechnic University,209472,1
"Stepin, A. A.",1,Perm National Research Polytechnic University,209473,1
"Sevastyanova, Irina Gennadyevna",1,Perm National Research Polytechnic University,209474,1
"Zakharova, O. S.",0,Perm National Research Polytechnic University,209475,1
"Wildemann, A. V.",0,Perm National Research Polytechnic University,209476,1
"Rozhina, D. A.",1,Perm National Research Polytechnic University,209477,1
"Matveev, E. V.",0,Perm National Research Polytechnic University,209478,1
"Krivtsov, V. A.",3,,209480,38
"Romanov, N. S.",1,Perm National Research Polytechnic University,209481,1
"Yu Stolbov, V.",1,Perm National Research Polytechnic University,209483,1
"Oshchepkova, O. F.",1,Perm National Research Polytechnic University,209484,1
"Kuz'minykh, Ya S.",1,Perm National Research Polytechnic University,209485,1
"Averkina, A. S.",1,Perm National Research Polytechnic University,209486,1
"Tikhonov, V. A.",1,Perm National Research Polytechnic University,209487,1
"Lobov, Nikolay",1,Perm National Research Polytechnic University,209488,1
"Ivanov, D. Yu",1,Perm National Research Polytechnic University,209489,1
"Markov, Denis A.",0,Perm National Research Polytechnic University,209490,1
"Sibireva, O. A.",0,Perm National Research Polytechnic University,209491,1
"Panov, O. D.",1,Perm National Research Polytechnic University,209492,1
"Kulikov, Alexandr",1,Perm National Research Polytechnic University,209493,1
"Shein, V. A.",1,Perm National Research Polytechnic University,209494,1
"Kleschevnikov, A. M.",1,Perm National Research Polytechnic University,209495,1
"Shchur, Irina V.",5,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",209496,10
"Dvoretskas, R. V.",1,Perm National Research Polytechnic University,209497,1
"Dolganova, Olga Yu",0,Perm National Research Polytechnic University,209498,1
"Zadvorov, Vitaliy",0,Perm National Research Polytechnic University,209499,1
"Romanov, Vyacheslav A.",1,Perm National Research Polytechnic University,209500,1
"Vinogradov, A. V.",1,Perm National Research Polytechnic University,209501,1
"Zakharova, Raisa Grigorievna",1,Perm National Research Polytechnic University,209503,1
"Sukhoplecheva, E. A.",0,Perm National Research Polytechnic University,209504,1
"Stegny, Vasiliy Nikolaevich",1,Perm National Research Polytechnic University,209505,1
"Yakovlev, A. Yu",0,Perm National Research Polytechnic University,209506,1
"Poptcov, Andrey N.",0,Perm National Research Polytechnic University,209507,1
"Aver’yanova, E. M.",0,Perm National Research Polytechnic University,209508,1
"Glagolev, Yaroslav",0,Perm National Research Polytechnic University,209509,1
"Lyushnin, Andrey V.",5,Perm State Humanitarian Pedagogical University,209510,17
"Viatkina, N. V.",0,Perm National Research Polytechnic University,209511,1
"Mladenov, Georgy M.",15,,209512,108
"Lyskov, I. A.",1,Perm National Research Polytechnic University,209513,1
"Kynitskikh, A. A.",1,Perm National Research Polytechnic University,209514,1
"Tolkachov, G. M.",0,Perm National Research Polytechnic University,209515,1
"Fatkhullin, Daniil",1,Perm National Research Polytechnic University,209516,1
"Zhdanovskii, E. O.",0,Perm National Research Polytechnic University,209517,1
"Suhodoeva, Tatiana S.",0,Perm National Research Polytechnic University,209518,1
"Korolev, A. V.",19,"RAS - Mikheev Institute of Metal Physics, Ural Branch",209519,332
"Sidorenko, D. D.",1,Perm National Research Polytechnic University,209520,1
"Yakovleva, Ekaterina I.",1,Perm National Research Polytechnic University,209521,1
"Legotkin, Larisa R.",1,Perm National Research Polytechnic University,209522,1
"Kylosova, T. I.",2,Perm National Research Polytechnic University,209523,3
"Saenkov, K. L.",0,Perm National Research Polytechnic University,209524,1
"Adamov, Anatoliy A.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209525,16
"Yakovlev, Anton Y.",0,Perm National Research Polytechnic University,209526,1
"Bogdanov, Sergey V.",2,,209527,24
"Aleksey, Antimonov",2,Perm National Research Polytechnic University,209528,2
"Ganina, Olga",0,Perm National Research Polytechnic University,209529,1
"Pogudina, Elena Vladimirovna",0,Perm National Research Polytechnic University,209531,1
"Obirina, M. N.",1,Perm National Research Polytechnic University,209532,1
"Wasserman, Yuri M.",0,Perm National Research Polytechnic University,209534,1
"Brezgina, Lyudmila Vyacheslavovna",1,Perm National Research Polytechnic University,209535,1
"Gergel, Natalia",0,Perm National Research Polytechnic University,209536,1
"Shakirzianov, T.",0,Perm National Research Polytechnic University,209537,1
"Erypalova, M. N.",1,Perm National Research Polytechnic University,209538,1
"Bukhvalov, Nikolay Yuvenalyevich",1,Perm National Research Polytechnic University,209539,1
"Boyarshinov, V. A.",1,Perm National Research Polytechnic University,209540,1
"Skryabina, Nathaliya Ye",15,Perm State National Research University,209542,115
"Solonizin, R. A.",0,Perm National Research Polytechnic University,209543,1
"Volosatova, K. A.",0,Perm National Research Polytechnic University,209544,1
"Vasileva, K. E.",0,Perm National Research Polytechnic University,209545,1
"Alyaz, Timur Rizovich",0,Perm National Research Polytechnic University,209546,1
"Aksenov, A. G.",0,Perm National Research Polytechnic University,209547,1
"Lonsky, O. V.",0,Perm National Research Polytechnic University,209548,1
"Monchenko, Svetlana",0,Perm National Research Polytechnic University,209551,1
"Rudakova,",1,Perm National Research Polytechnic University,209552,1
"Nagaev, M. S.",1,Perm National Research Polytechnic University,209554,1
"Lektorova, J.",0,Perm National Research Polytechnic University,209555,1
"Kazantsev, A. L.",0,Perm National Research Polytechnic University,209557,1
"Moshchanskaya, Elena Yuryevna",0,Perm National Research Polytechnic University,209558,1
"Borisov, M. I.",1,Perm National Research Polytechnic University,209559,1
"Gertsen, T. A.",0,Perm National Research Polytechnic University,209560,1
"Mityukov, E. A.",1,Perm National Research Polytechnic University,209561,1
"Pershina, Margarita V.",0,Perm National Research Polytechnic University,209562,1
"Vorobev, A. V.",1,Perm National Research Polytechnic University,209564,1
"Davletova, S. F.",1,Perm National Research Polytechnic University,209565,1
"Shalimov, Alexandr",0,Perm National Research Polytechnic University,209566,1
"Artemov, S. A.",1,Perm National Research Polytechnic University,209567,1
"Shakirzyanov, T. V.",1,Perm National Research Polytechnic University,209568,1
"Kostyreva, Alina",1,Perm National Research Polytechnic University,209569,1
"Tuyrin, Sergei F.",0,Perm National Research Polytechnic University,209570,1
"Ofrichter, Y. V.",0,Perm National Research Polytechnic University,209571,1
"Ryabokon, E. P.",0,Perm National Research Polytechnic University,209572,1
"Mazunina, Elizaveta S.",0,Perm National Research Polytechnic University,209573,1
"Zal'tsberg, V. K.",0,Perm National Research Polytechnic University,209574,1
"Lesnikov, R. V.",1,Perm National Research Polytechnic University,209575,1
"Kulmet'Eva, V. B.",0,Perm National Research Polytechnic University,209576,1
"Sosnin, D. Yu",2,Perm State Medical University,209577,26
"Bernd, Krause",1,Perm National Research Polytechnic University,209578,1
"Lykov, D. A.",1,Perm National Research Polytechnic University,209579,1
"Kuzina, Evgenia O.",1,Perm National Research Polytechnic University,209580,1
"Natalia, Nagibina",1,Perm National Research Polytechnic University,209581,1
"Ozhgibesov, Evgeny",0,Perm National Research Polytechnic University,209582,1
"Bushmakova, Iu V.",0,Perm National Research Polytechnic University,209583,1
"Norin, O.",0,Perm National Research Polytechnic University,209584,1
"Naugolnykh, Anton Yu",0,Perm National Research Polytechnic University,209586,1
"Dvoreckas, Romas V.",0,Perm National Research Polytechnic University,209587,1
"Rozhkova, Yu A.",0,Perm National Research Polytechnic University,209588,1
"Savin, Maxim A.",1,Perm National Research Polytechnic University,209590,1
"Varuskin, Vladimir P.",1,Perm National Research Polytechnic University,209591,1
"Tolchanov, E. A.",0,Perm National Research Polytechnic University,209593,1
"Panchenko, Gleb",0,Perm National Research Polytechnic University,209594,1
"Borodulina, K. V.",1,Perm National Research Polytechnic University,209595,1
"Laletin, V. A.",1,Perm National Research Polytechnic University,209596,1
"Pushkareva, Angelina A.",0,Perm National Research Polytechnic University,209597,1
"Litvinovskaya, N. A.",1,"RAS - Mining Institute, Ural Branch",209598,6
"Zaporozhan, R. S.",1,Perm National Research Polytechnic University,209599,1
"Kozubovskaja, Lyudmila Alexandrovna",0,Perm National Research Polytechnic University,209600,1
"Ustugova, Tatyana",1,Perm National Research Polytechnic University,209601,2
"Ponosova, L. V.",0,Perm National Research Polytechnic University,209602,1
"Kryukov, Alexey Andreevich",1,Perm National Research Polytechnic University,209603,1
"Тin’gaeva, А.",0,Perm National Research Polytechnic University,209604,1
"Tsel’mer, M. L.",1,,209605,3
"Pletneva, M. S.",0,Perm National Research Polytechnic University,209606,1
"Sterledev, Roman Konstantinovich",1,Perm State Medical University,209607,3
"Filippov, Mikhail A.",0,Perm National Research Polytechnic University,209608,1
"Borisov, S. S.",1,Perm National Research Polytechnic University,209609,1
"Pastuhov, A. M.",0,Perm National Research Polytechnic University,209610,1
"Lekomtsev, S. V.",7,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209611,40
"Spirin, V. A.",0,Perm National Research Polytechnic University,209612,1
"Semenova, Irina V.",4,,209613,11
"Besprozvannykh, V. G.",1,Perm National Research Polytechnic University,209614,1
"Matigullina, E.",1,Perm National Research Polytechnic University,209615,1
"Mubarakzyanov, N. R.",1,Perm National Research Polytechnic University,209616,1
"Strelkov, M. A.",1,Perm National Research Polytechnic University,209617,1
"Dolgopolov, V. G.",0,,209618,1
"Velikotsky, Yuri Andreevich",0,Perm National Research Polytechnic University,209620,1
"Shayakbarov, N. F.",1,Perm National Research Polytechnic University,209621,1
"Permykov, G. L.",1,Perm National Research Polytechnic University,209622,1
"Cherny, Konstantin A.",1,Perm National Research Polytechnic University,209623,1
"Bukalova, A. Y.",0,Perm National Research Polytechnic University,209624,1
"Shcherbinina, Iuliia",0,Perm National Research Polytechnic University,209625,1
"Ipanov, A. S.",1,Perm National Research Polytechnic University,209626,2
"Aftakhova, U. V.",0,Perm National Research Polytechnic University,209627,1
"Ilyushi, P. Y.",0,Perm National Research Polytechnic University,209628,1
"Shaidurov, Aleksandr Aleksandrovich",1,Perm National Research Polytechnic University,209629,1
"Lyamin, Ya V.",1,Perm National Research Polytechnic University,209630,14
"Kozhevnikov, S. I.",0,Perm National Research Polytechnic University,209631,1
"Semenov, S. Yu",2,Tomsk State University,209632,8
"Golovkov, D. V.",0,Perm National Research Polytechnic University,209633,1
"Akhmetzyanov, Kirill R.",1,Perm National Research Polytechnic University,209634,2
"Efimov, A. A.",0,Perm National Research Polytechnic University,209635,1
"Kuznetsov, N. I.",0,Perm National Research Polytechnic University,209638,1
"Zykova, L. Yu",1,Perm National Research Polytechnic University,209639,1
"Wildemann Valerii, E.",1,Perm National Research Polytechnic University,209640,1
"Terentyev, S. A.",0,Perm National Research Polytechnic University,209641,1
"Kutuzova, V. S.",1,Perm National Research Polytechnic University,209642,1
"Utin, Anton A.",0,Perm National Research Polytechnic University,209644,1
"Ostapenko, Galina",2,,209645,7
"Andreeva, Olga Yu",0,Perm National Research Polytechnic University,209646,1
"Milyutin, Vitaly V.",11,Russian Academy of Sciences,209647,68
"Iamaev, Marsel I.",1,Perm National Research Polytechnic University,209648,1
"Viatkin, K. A.",1,Perm National Research Polytechnic University,209649,1
"On’kov, É. Yu",0,Perm National Research Polytechnic University,209650,1
"Kudryashov, A. I.",0,Perm National Research Polytechnic University,209651,1
"Gulenova, Yu O.",1,Perm National Research Polytechnic University,209652,1
"Vaismana, Yakov I.",0,Perm National Research Polytechnic University,209655,1
"Shlyakov, Alexandr N.",0,Perm National Research Polytechnic University,209656,1
"Kuzminyh, Vitaly S.",0,Perm National Research Polytechnic University,209658,1
"Gorbunova, O.",0,Perm National Research Polytechnic University,209659,1
"Lapshina, Kseniy",0,Perm National Research Polytechnic University,209660,1
"Vladimir, Antsiferov",1,Perm National Research Polytechnic University,209661,1
"Krasnukhina, K.",1,Perm National Research Polytechnic University,209662,1
"Kulikov, M. A.",0,Perm National Research Polytechnic University,209663,1
"Neylybin, Sergei D.",0,Perm National Research Polytechnic University,209664,1
"Grebenshchikova, Elizaveta",0,Perm National Research Polytechnic University,209665,1
"Il'Inykh, G. V.",1,Perm National Research Polytechnic University,209666,1
"Boyarshinova, V. V.",1,Perm National Research Polytechnic University,209667,1
"Kozin, Aleksei",0,Perm National Research Polytechnic University,209668,1
"Tashkinova, I. N.",1,Perm National Research Polytechnic University,209669,1
"Khomutova, Darya",0,Perm National Research Polytechnic University,209670,1
"Ostrovskii, V. G.",0,Perm National Research Polytechnic University,209671,1
"Kuyukina, Maria S.",20,Perm State National Research University,209672,65
"Sultanov, A. D.",0,Perm National Research Polytechnic University,209673,1
"Andreeva, Yu V.",1,Perm National Research Polytechnic University,209674,1
"Kostyaeva, V. I.",1,Perm National Research Polytechnic University,209675,1
"Zhdanovskiy, Evgeniy",0,Perm National Research Polytechnic University,209676,1
"Dyakov, Maksim",1,Perm National Research Polytechnic University,209677,1
"Truhtanov, Alexander V.",0,Perm National Research Polytechnic University,209678,1
"Belomyttsev, O. M.",1,Perm National Research Polytechnic University,209679,1
"Kochurova, Lyudmila V.",1,Perm National Research Polytechnic University,209680,1
"Legotkina, L. R.",0,Perm National Research Polytechnic University,209681,1
"Podvintsev, Aleksandr",1,Perm National Research Polytechnic University,209683,1
"Kan, Sinyun",0,Perm National Research Polytechnic University,209684,1
"Safronov, I. A.",1,,209686,1
"Osipova, Maria Yu",0,Perm National Research Polytechnic University,209687,1
"Burin, Denis A.",1,Perm National Research Polytechnic University,209688,1
"Shikhov, S. A.",0,Perm National Research Polytechnic University,209689,1
"Golubev, K. V.",0,Perm National Research Polytechnic University,209690,1
"Kolesova, Olga",0,Perm National Research Polytechnic University,209691,1
"Kochneva, O. E.",3,Saint Petersburg Mining University,209692,6
"Ivshina, Irena B.",24,Perm State National Research University,209693,117
"Kuzminykh, V.",0,Perm National Research Polytechnic University,209694,1
"Merzliakova, Natalya",1,Perm National Research Polytechnic University,209695,1
"Petuhova, A. Yu",0,Perm National Research Polytechnic University,209696,1
"Naborshchikov, Anton A.",0,Perm National Research Polytechnic University,209697,1
"Ilyuchin, P. Yu",0,Perm National Research Polytechnic University,209698,1
"Mekhonoshin, A. S.",0,Perm National Research Polytechnic University,209700,1
"Konovalova, M. A.",0,Perm National Research Polytechnic University,209701,1
"Plotnikov, A. D.",1,Perm National Research Polytechnic University,209702,1
"Abashev, I. R.",1,Perm National Research Polytechnic University,209703,1
"Kalugina, K. E.",1,Perm National Research Polytechnic University,209704,1
"Anikina, L. V.",0,Perm National Research Polytechnic University,209705,1
"Oputin, Nikita E.",0,Perm National Research Polytechnic University,209706,1
"Tonkov, Yu L.",1,Perm National Research Polytechnic University,209708,1
"Munin, Dmitry A.",1,Perm National Research Polytechnic University,209709,1
"Karanevskaya, T. N.",1,Perm National Research Polytechnic University,209710,1
"Drozdov, I. R.",1,,209711,2
"Zinov'Ev, V. M.",1,Perm National Research Polytechnic University,209712,1
"Pogorazdov, R. N.",1,Perm National Research Polytechnic University,209713,1
"Minkova, A. A.",1,,209714,1
"Anoshkln, A. N.",1,Perm National Research Polytechnic University,209716,1
"Mikhailov, Artur",0,Perm National Research Polytechnic University,209717,1
"Blinova, Elena M.",1,Perm National Research Polytechnic University,209718,1
"Smirnova, Irina V.",0,Perm National Research Polytechnic University,209719,1
"Zagvozkin, Vladimir D.",0,Perm National Research Polytechnic University,209720,1
"Sytchkina, E.",0,Perm National Research Polytechnic University,209722,1
"Vasbieva, A. F.",0,Perm National Research Polytechnic University,209723,1
"Korchagina, Olga Igorevna",1,Perm National Research Polytechnic University,209724,1
"Patrulin, Sergey Vladimirovich",0,Perm National Research Polytechnic University,209725,1
"Tashkinov, А. А.",0,Perm National Research Polytechnic University,209726,1
"Golikova, O. V.",0,Perm National Research Polytechnic University,209727,1
"Feinburg, G. Z.",0,Perm National Research Polytechnic University,209728,1
"Oparin, D. A.",0,Perm National Research Polytechnic University,209729,1
"Boyarov, V. Y.",0,Perm National Research Polytechnic University,209730,1
"Golubeva, O. S.",0,Perm National Research Polytechnic University,209731,1
"Tarasova, Ekaterina Olegovna",1,Perm National Research Polytechnic University,209732,1
"Goncharova, E. M.",0,Perm National Research Polytechnic University,209733,1
"Mylnikova, Elena",0,Perm National Research Polytechnic University,209734,1
"Kuchev, Pavel Sergeevich",1,Perm National Research Polytechnic University,209735,1
"Nechaev, Michael G.",0,Perm National Research Polytechnic University,209736,1
"Potrakhov, Nikolay Nikolaevich",6,St. Petersburg State Electrotechnical University,209737,117
"Semenova, Irina",1,Perm National Research Polytechnic University,209738,1
"Vasilievich, Bochkarev Sergey",0,Perm National Research Polytechnic University,209739,1
"Petukhova, Alexandra Yurievna",0,Perm National Research Polytechnic University,209740,1
"Sklyannaya, Ksenya A.",1,Perm State Medical University,209741,4
"Beliaev, Sergei",0,Perm National Research Polytechnic University,209742,1
"Pavlovich, A. A.",1,Perm National Research Polytechnic University,209743,1
"Permyakova, Kristina",0,Perm National Research Polytechnic University,209744,1
"Leuhina, Maria A.",0,Perm National Research Polytechnic University,209745,1
"Oparina, Elena",0,Perm National Research Polytechnic University,209746,1
"Torsunova, D. V.",0,Perm National Research Polytechnic University,209747,1
"Gataullina, Aida",1,Perm National Research Polytechnic University,209748,1
"Kinderknekht, Anna S.",1,Perm National Research Polytechnic University,209750,1
"Verona, Sergei V.",0,Perm National Research Polytechnic University,209751,1
"Rakhimzyanov, R. M.",1,Perm National Research Polytechnic University,209752,1
"Vil’deman, V. E.",1,Perm National Research Polytechnic University,209754,1
"Efimov, N. A.",0,Perm National Research Polytechnic University,209755,1
"Volkov, R. G.",0,Perm National Research Polytechnic University,209756,1
"Belozerova, T. A.",0,Perm National Research Polytechnic University,209757,1
"Grigoryev, N. S.",0,Perm National Research Polytechnic University,209759,1
"Sinkina, Ye A.",0,Perm National Research Polytechnic University,209760,1
"Koryukin, D. Yu",0,Perm National Research Polytechnic University,209761,1
"Sokol'Chik, P. Yu",0,Perm National Research Polytechnic University,209763,1
"Goreva, Tatyana A.",0,Perm National Research Polytechnic University,209764,1
"Slabodenuk, I. V.",0,Perm National Research Polytechnic University,209765,1
"Mulkov, Alexander Nikolaevich",0,Perm National Research Polytechnic University,209767,1
"Kuchaev, P. S.",1,Perm National Research Polytechnic University,209768,1
"Ovchinnikov, Evgeniy I.",0,Perm National Research Polytechnic University,209769,1
"Kartashov, M. F.",1,Perm National Research Polytechnic University,209770,1
"Belokrylov, Max E.",0,Perm National Research Polytechnic University,209771,1
"Shavrina, Evgenya V.",1,Perm National Research Polytechnic University,209772,1
"Gulyaev, M. N.",0,Perm National Research Polytechnic University,209773,1
"Nesterov, E. A.",0,Perm National Research Polytechnic University,209774,1
"Zviagin, A. A.",0,Perm National Research Polytechnic University,209775,1
"Bukhalov, Alexei D.",1,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",209776,3
"Gulyaeva, Irina",1,Perm National Research Polytechnic University,209777,1
"Pipchenko, Elena",0,Perm National Research Polytechnic University,209778,1
"Nazartsev, Aleksandr Aleksandrovich",0,Perm National Research Polytechnic University,209779,1
"Degtyar, A. A.",0,Perm National Research Polytechnic University,209780,1
"Krivoruchko, Anna",0,Perm National Research Polytechnic University,209781,1
"Mikov, A. G.",0,Perm National Research Polytechnic University,209782,1
"Zemlyanukhin, A. D.",0,Perm National Research Polytechnic University,209783,1
"Sinyushov, D. A.",1,Perm National Research Polytechnic University,209784,1
"Bobrova, Nadezhda Mikhailovna",1,Perm National Research Polytechnic University,209785,1
"Lutsenko, Andrey S.",0,Perm National Research Polytechnic University,209787,1
"Shilova, S.",0,Perm National Research Polytechnic University,209788,1
"Korobkova, Venera Viktorovna",0,Perm State Humanitarian Pedagogical University,209789,2
"Marieva, M. A.",0,Perm National Research Polytechnic University,209790,1
"Sonb, M.",0,Perm National Research Polytechnic University,209791,1
"Lykova, K. A.",1,Perm National Research Polytechnic University,209792,1
"Popova, Y. K.",1,Perm National Research Polytechnic University,209793,1
"Andrunik, Audrey Petrovitch",0,Perm National Research Polytechnic University,209794,1
"Beloborodov, Vladimir Sergeevich",0,Perm National Research Polytechnic University,209796,1
"Hasanov, Elnur L.",8,,209797,11
"Sinkina, E. A.",1,Perm National Research Polytechnic University,209798,1
"Kostarev, I. A.",1,Perm National Research Polytechnic University,209799,1
"Farberova, Еlena A.",1,Perm National Research Polytechnic University,209800,1
"Efimova, O. V.",0,Perm National Research Polytechnic University,209802,1
"Shamov, D.",1,Perm National Research Polytechnic University,209803,1
"Skamyanova, Tatiana Yurievna",0,Perm National Research Polytechnic University,209804,1
"Ponomareva, O. S.",0,Perm National Research Polytechnic University,209805,1
"Efimov, Аrtyom А.",1,Perm National Research Polytechnic University,209806,1
"Ilinikh, A. V.",0,Perm National Research Polytechnic University,209807,1
"Zagrebin, Dmitry S.",2,Perm National Research Polytechnic University,209808,4
"Sannikov, I. V.",1,Perm National Research Polytechnic University,209809,1
"Martynova, A. A.",0,Perm National Research Polytechnic University,209810,1
"Kirova, Yu S.",1,Perm National Research Polytechnic University,209811,1
"Shchukov, V. B.",0,Perm National Research Polytechnic University,209812,1
"Baldin, Matvej",0,Perm National Research Polytechnic University,209813,1
"Tatarkin, A. V.",1,Perm National Research Polytechnic University,209816,3
"Protopopov, A. A.",1,Perm National Research Polytechnic University,209817,1
"Poliakov, Anatolii",3,,209818,8
"Shchetkin, R. V.",0,Perm National Research Polytechnic University,209819,1
"Yankovskiy, Leonid",0,Perm National Research Polytechnic University,209820,1
"Evsina, A. V.",0,Perm National Research Polytechnic University,209821,1
"Shevelev, I. M.",0,Perm National Research Polytechnic University,209822,1
"Safonov, Igor Vyacheslavovich",1,Perm National Research Polytechnic University,209823,1
"Gorbachyov, I. I.",1,Perm National Research Polytechnic University,209824,1
"Bobkov, S. A.",1,Perm National Research Polytechnic University,209825,1
"Lukyanec, E. V.",0,Perm National Research Polytechnic University,209826,1
"Demidova, Svetlana",1,Perm National Research Polytechnic University,209827,1
"Gornova, D. A.",1,Perm National Research Polytechnic University,209828,1
"Nurullayev, E. M.",0,Perm National Research Polytechnic University,209829,1
"Orlova, Ekaterina Dmitrievna",0,Perm National Research Polytechnic University,209830,1
"Zubarev, S. A.",0,Perm National Research Polytechnic University,209831,1
"Galina, Ilinykh",1,Perm National Research Polytechnic University,209832,1
"Panchenko, Sergey L.",0,Perm National Research Polytechnic University,209833,1
"Pepelyaev, Andrey S.",1,Perm National Research Polytechnic University,209834,2
"Shults, D. N.",2,Perm National Research Polytechnic University,209836,7
"Morev, I. D.",1,Perm National Research Polytechnic University,209837,1
"Murylev, A. V.",1,Perm National Research Polytechnic University,209838,1
"Ulyanova, Zoya V.",1,Perm National Research Polytechnic University,209839,1
"Isaeva, Ekaterina Vladimirovna",3,Perm State National Research University,209840,17
"Vorobyev, N. A.",1,Perm National Research Polytechnic University,209841,1
"Trubitsyn, A. V.",1,Perm National Research Polytechnic University,209842,1
"Pyankov, I. N.",1,Perm National Research Polytechnic University,209843,1
"Matsyuk, Kristina Valeryevna",1,Perm National Research Polytechnic University,209844,1
"Yusupov, Iskander",1,Perm National Research Polytechnic University,209846,1
"Farberov, Alexander S.",1,Perm National Research Polytechnic University,209848,1
"Koshcheev, Edward Borisovich",1,Perm National Research Polytechnic University,209849,1
"Zverev, D. I.",0,Perm National Research Polytechnic University,209850,1
"Vasilyev, Igor Lvovich",1,Perm National Research Polytechnic University,209851,1
"Ignatiev, Pavel N.",0,Perm National Research Polytechnic University,209852,1
"Trushkov, Y. Y.",1,Perm National Research Polytechnic University,209853,1
"Malysheva, A. V.",1,Perm National Research Polytechnic University,209854,1
"Galimova, I. A.",1,Perm National Research Polytechnic University,209855,1
"Volkovsky, A.",0,Perm National Research Polytechnic University,209856,1
"Zuev, Sergei",0,Perm National Research Polytechnic University,209858,1
"Zubareva, Nadezhda Anatolyevna",6,Perm State Medical University,209859,19
"Begeneev, Vladislav Yu",0,Perm National Research Polytechnic University,209860,1
"Klochkov, Aleksandr",1,Perm National Research Polytechnic University,209861,1
"Ozegova, E. V.",1,Perm National Research Polytechnic University,209862,1
"Yants, Yu A.",0,Perm National Research Polytechnic University,209864,1
"Andrejlko, S. S.",0,Perm National Research Polytechnic University,209865,1
"Minatsevich, S. P.",1,Perm National Research Polytechnic University,209866,1
"Efimov, Nikita",0,Perm National Research Polytechnic University,209867,1
"Novopashina, Evgeniya",0,Perm National Research Polytechnic University,209869,1
"Shishliannikov, Dmitriy Igorevich",1,Perm National Research Polytechnic University,209870,1
"Melenev, Petr V.",6,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209872,18
"Udartsev, A. A.",3,"RAS - Mining Institute, Ural Branch",209873,6
"Bessonov, Victor B.",4,St. Petersburg State Electrotechnical University,209874,38
"Syromyatnikova, L. I.",3,Perm State Medical University,209875,20
"Selivanova, A. A.",1,Perm National Research Polytechnic University,209876,1
"Kazantseva, Irina G.",1,Perm National Research Polytechnic University,209877,1
"Kharitonov, V. A.",0,Perm National Research Polytechnic University,209878,1
"Trutneva, T. S.",0,Perm National Research Polytechnic University,209879,1
"Zhuravlevb, Anton A.",1,Perm National Research Polytechnic University,209880,1
"Gallyamov, A. N.",1,Perm National Research Polytechnic University,209882,1
"Smolnikov, S. N.",1,Perm National Research Polytechnic University,209883,1
"Shibanova, K. A.",1,Perm National Research Polytechnic University,209884,1
"Rakhmatullina, Alina Rimovna",0,Perm National Research Polytechnic University,209885,1
"Kubarev, O. G.",1,Perm National Research Polytechnic University,209886,2
"Kalabina, E. V.",0,Perm National Research Polytechnic University,209887,1
"Terehin, Andrey",1,Perm National Research Polytechnic University,209888,1
"Fertikov, M. G.",1,Perm National Research Polytechnic University,209889,1
"Strom, Aleksey A.",1,Perm National Research Polytechnic University,209890,1
"Sokolchik, P. Yu",0,Perm National Research Polytechnic University,209891,1
"Bashkatova, K. I.",0,Perm National Research Polytechnic University,209892,1
"Ostrovskiy, V. G.",1,Perm National Research Polytechnic University,209893,2
"Filimonchikov, A. A.",1,Perm National Research Polytechnic University,209894,2
"Maximov, Petr",0,Perm National Research Polytechnic University,209895,1
"Vozisova, Olga A.",0,Perm National Research Polytechnic University,209897,1
"Smagin, S. V.",1,Perm National Research Polytechnic University,209898,2
"Kudryshov, Evgeniy Vasilevich",1,Perm National Research Polytechnic University,209899,2
"Ershova, Daria",1,Perm National Research Polytechnic University,209900,1
"Sukhanov, A. E.",0,Perm National Research Polytechnic University,209901,1
"Potapov, Aleksandr Dmitrievich",1,Perm National Research Polytechnic University,209902,1
"Pavel, Ilushin",0,Perm National Research Polytechnic University,209903,1
"Bilalov, R. A.",1,Perm National Research Polytechnic University,209904,1
"Berdnikova, Nataliya I.",0,Perm National Research Polytechnic University,209905,1
"Chernovalova, Galina",0,Perm National Research Polytechnic University,209907,1
"Khalturin, O. A.",0,Perm National Research Polytechnic University,209908,1
"Novikov, S. V.",0,Perm National Research Polytechnic University,209909,1
"Seledkova, A. V.",1,Perm National Research Polytechnic University,209910,1
"Osipova, Mariya",1,Perm National Research Polytechnic University,209911,1
"Sokolovskii, Mikhail I.",0,Perm National Research Polytechnic University,209912,1
"Kuznetsov, D. A.",0,Perm National Research Polytechnic University,209913,1
"Lykov, Anatoly",1,Perm National Research Polytechnic University,209914,1
"Vasenin, A. K.",0,Perm National Research Polytechnic University,209916,1
"Tikhonov, Vyacheslav",0,Perm National Research Polytechnic University,209917,1
